CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,ClusterLabel
15221,366,1,403.25,1,1,2,4,Lost Customers,2,Low Value - Inactive
15222,319,1,585.0,1,1,3,5,At Risk,2,Low Value - Inactive
15223,226,2,755.75,1,3,3,7,Potential Loyalists,2,Low Value - Inactive
15224,358,2,322.08,1,3,2,6,At Risk,2,Low Value - Inactive
15225,234,1,409.40000000000003,1,1,2,4,Lost Customers,2,Low Value - Inactive
15226,311,1,154.41,1,1,1,3,Lost Customers,2,Low Value - Inactive
15227,37,5,1219.4,3,4,4,11,Loyal Customers,3,High Value - Active
15228,66,4,3386.71,3,4,5,12,Loyal Customers,3,High Value - Active
15230,239,2,429.6,1,3,2,6,At Risk,2,Low Value - Inactive
15232,113,2,612.06,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15234,277,1,197.0,1,1,1,3,Lost Customers,2,Low Value - Inactive
15235,218,12,2247.51,1,5,5,11,Loyal Customers,0,Low Value - Inactive
15236,299,1,321.05,1,1,2,4,Lost Customers,2,Low Value - Inactive
15237,2,4,1412.32,5,4,4,13,Champions,3,High Value - Active
15238,29,3,1071.99,4,3,4,11,Loyal Customers,3,High Value - Active
15239,10,2,780.59,5,3,3,11,Loyal Customers,3,High Value - Active
15240,45,5,1706.57,3,4,4,11,Loyal Customers,3,High Value - Active
15241,67,8,1756.44,3,5,4,12,Loyal Customers,3,High Value - Active
15243,74,1,316.68,2,1,2,5,At Risk,3,High Value - Active
15244,65,2,631.57,3,3,3,9,Potential Loyalists,3,High Value - Active
15245,134,3,2515.84,2,3,5,10,Loyal Customers,0,Low Value - Inactive
15246,238,2,514.15,1,3,3,7,Potential Loyalists,2,Low Value - Inactive
15247,122,1,356.0,2,1,2,5,At Risk,0,Low Value - Inactive
15249,32,13,6688.46,4,5,5,14,Champions,3,High Value - Active
15251,9,11,10484.99,5,5,5,15,Champions,3,High Value - Active
15252,36,2,740.78,3,3,3,9,Potential Loyalists,3,High Value - Active
15253,16,5,918.1999999999999,4,4,3,11,Loyal Customers,3,High Value - Active
15254,127,1,300.36,2,1,2,5,At Risk,0,Low Value - Inactive
15255,67,1,890.85,3,1,3,7,Potential Loyalists,3,High Value - Active
15256,149,1,98.45,2,1,1,4,Lost Customers,0,Low Value - Inactive
15257,283,1,317.15,1,1,2,4,Lost Customers,2,Low Value - Inactive
15258,169,2,623.16,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15260,100,7,1810.77,2,5,4,11,Loyal Customers,0,Low Value - Inactive
15261,135,1,254.82,2,1,2,5,At Risk,0,Low Value - Inactive
15262,324,1,178.95000000000002,1,1,1,3,Lost Customers,2,Low Value - Inactive
15263,107,1,156.51,2,1,1,4,Lost Customers,0,Low Value - Inactive
15264,64,1,393.74,3,1,2,6,At Risk,3,High Value - Active
15265,151,2,1506.1200000000001,2,3,4,9,Potential Loyalists,0,Low Value - Inactive
15266,338,1,119.3,1,1,1,3,Lost Customers,2,Low Value - Inactive
15267,22,5,1717.36,4,4,4,12,Loyal Customers,3,High Value - Active
15269,24,1,408.8,4,1,2,7,Potential Loyalists,3,High Value - Active
15270,16,7,2379.49,4,5,5,14,Champions,3,High Value - Active
15271,7,15,2507.07,5,5,5,15,Champions,3,High Value - Active
15272,57,2,721.94,3,3,3,9,Potential Loyalists,3,High Value - Active
15274,4,2,716.57,5,3,3,11,Loyal Customers,3,High Value - Active
15275,38,1,615.14,3,1,3,7,Potential Loyalists,3,High Value - Active
15276,66,1,135.31,3,1,1,5,At Risk,3,High Value - Active
15277,47,1,255.89999999999998,3,1,2,6,At Risk,3,High Value - Active
15279,355,1,290.51,1,1,2,4,Lost Customers,2,Low Value - Inactive
15280,172,1,113.12,2,1,1,4,Lost Customers,0,Low Value - Inactive
15281,59,9,2332.15,3,5,5,13,Champions,3,High Value - Active
15286,50,1,240.55,3,1,1,5,At Risk,3,High Value - Active
15287,22,2,486.69,4,3,2,9,Potential Loyalists,3,High Value - Active
15288,43,5,2306.52,3,4,5,12,Loyal Customers,3,High Value - Active
15289,29,3,939.78,4,3,3,10,Loyal Customers,3,High Value - Active
15290,5,18,7943.22,5,5,5,15,Champions,3,High Value - Active
15291,26,15,4668.3,4,5,5,14,Champions,3,High Value - Active
15292,201,1,180.94,1,1,1,3,Lost Customers,0,Low Value - Inactive
15296,51,6,3672.86,3,5,5,13,Champions,3,High Value - Active
15297,10,3,641.94,5,3,3,11,Loyal Customers,3,High Value - Active
15298,2,12,4799.9,5,5,5,15,Champions,3,High Value - Active
15299,67,7,4507.01,3,5,5,13,Champions,3,High Value - Active
15300,64,1,496.44,3,1,3,7,Potential Loyalists,3,High Value - Active
15301,51,12,5070.35,3,5,5,13,Champions,3,High Value - Active
15303,290,1,574.02,1,1,3,5,At Risk,2,Low Value - Inactive
15304,61,8,694.4000000000001,3,5,3,11,Loyal Customers,3,High Value - Active
15306,64,3,1174.35,3,3,4,10,Loyal Customers,3,High Value - Active
15307,96,1,205.3,2,1,1,4,Lost Customers,0,Low Value - Inactive
15308,274,1,310.47,1,1,2,4,Lost Customers,2,Low Value - Inactive
15311,1,91,60767.9,5,5,5,15,Champions,3,High Value - Active
15312,75,4,924.85,2,4,3,9,Potential Loyalists,3,High Value - Active
15313,110,1,52.0,2,1,1,4,Lost Customers,0,Low Value - Inactive
15314,199,1,327.97,1,1,2,4,Lost Customers,0,Low Value - Inactive
15315,64,2,570.5,3,3,3,9,Potential Loyalists,3,High Value - Active
15316,327,1,165.0,1,1,1,3,Lost Customers,2,Low Value - Inactive
15318,4,1,312.62,5,1,2,8,Potential Loyalists,3,High Value - Active
15319,284,1,204.5,1,1,1,3,Lost Customers,2,Low Value - Inactive
15320,44,1,267.13,3,1,2,6,At Risk,3,High Value - Active
15321,71,3,2748.31,3,3,5,11,Loyal Customers,3,High Value - Active
15322,86,1,679.68,2,1,3,6,At Risk,3,High Value - Active
15325,104,1,162.29,2,1,1,4,Lost Customers,0,Low Value - Inactive
15326,334,1,311.71,1,1,2,4,Lost Customers,2,Low Value - Inactive
15327,53,1,208.75,3,1,1,5,At Risk,3,High Value - Active
15329,39,3,1049.7,3,3,4,10,Loyal Customers,3,High Value - Active
15330,32,2,714.96,4,3,3,10,Loyal Customers,3,High Value - Active
15332,366,4,1661.06,1,4,4,9,Potential Loyalists,2,Low Value - Inactive
15333,208,1,1028.56,1,1,4,6,At Risk,0,Low Value - Inactive
15334,157,3,351.67,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15335,54,1,173.97,3,1,1,5,At Risk,3,High Value - Active
15339,66,2,574.07,3,3,3,9,Potential Loyalists,3,High Value - Active
15341,81,1,2020.52,2,1,4,7,Potential Loyalists,3,High Value - Active
15342,130,1,406.09,2,1,2,5,At Risk,0,Low Value - Inactive
15343,87,1,364.5,2,1,2,5,At Risk,3,High Value - Active
15344,1,3,563.94,5,3,3,11,Loyal Customers,3,High Value - Active
15345,46,1,393.54,3,1,2,6,At Risk,3,High Value - Active
15346,333,1,252.42000000000002,1,1,2,4,Lost Customers,2,Low Value - Inactive
15347,366,1,201.60000000000002,1,1,1,3,Lost Customers,2,Low Value - Inactive
15348,72,1,158.04,3,1,1,5,At Risk,3,High Value - Active
15349,158,2,473.81,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15350,373,1,115.65,1,1,1,3,Lost Customers,2,Low Value - Inactive
15351,12,7,1960.1100000000001,5,5,4,14,Champions,3,High Value - Active
15353,255,2,777.02,1,3,3,7,Potential Loyalists,2,Low Value - Inactive
15355,29,2,277.05,4,3,2,9,Potential Loyalists,3,High Value - Active
15356,31,10,2766.5,4,5,5,14,Champions,3,High Value - Active
15358,5,22,8347.2,5,5,5,15,Champions,3,High Value - Active
15360,40,1,427.93,3,1,2,6,At Risk,3,High Value - Active
15361,362,1,418.92,1,1,2,4,Lost Customers,2,Low Value - Inactive
15363,373,1,326.0,1,1,2,4,Lost Customers,2,Low Value - Inactive
15364,96,2,913.19,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15365,26,7,2314.32,4,5,5,14,Champions,3,High Value - Active
15366,75,2,602.51,2,3,3,8,Potential Loyalists,3,High Value - Active
15367,57,4,1877.59,3,4,4,11,Loyal Customers,3,High Value - Active
15368,21,1,446.94000000000005,4,1,2,7,Potential Loyalists,3,High Value - Active
15370,41,7,2386.05,3,5,5,13,Champions,3,High Value - Active
15372,137,1,2007.3999999999999,2,1,4,7,Potential Loyalists,0,Low Value - Inactive
15373,8,12,2415.91,5,5,5,15,Champions,3,High Value - Active
15374,129,1,168.0,2,1,1,4,Lost Customers,0,Low Value - Inactive
15376,40,3,1233.3600000000001,3,3,4,10,Loyal Customers,3,High Value - Active
15379,169,7,3703.29,2,5,5,12,Loyal Customers,0,Low Value - Inactive
15380,9,5,1690.2600000000002,5,4,4,13,Champions,3,High Value - Active
15381,214,2,596.85,1,3,3,7,Potential Loyalists,0,Low Value - Inactive
15382,15,6,5955.71,4,5,5,14,Champions,3,High Value - Active
15384,170,2,642.41,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15385,40,1,316.88,3,1,2,6,At Risk,3,High Value - Active
15386,186,1,394.14,1,1,2,4,Lost Customers,0,Low Value - Inactive
15388,270,1,140.54,1,1,1,3,Lost Customers,2,Low Value - Inactive
15389,172,1,500.0,2,1,3,6,At Risk,0,Low Value - Inactive
15392,5,4,1535.53,5,4,4,13,Champions,3,High Value - Active
15393,16,2,231.86,4,3,1,8,Potential Loyalists,3,High Value - Active
15394,10,4,2183.54,5,4,5,14,Champions,3,High Value - Active
15395,326,1,107.45,1,1,1,3,Lost Customers,2,Low Value - Inactive
15396,113,1,288.18,2,1,2,5,At Risk,0,Low Value - Inactive
15397,290,1,94.0,1,1,1,3,Lost Customers,2,Low Value - Inactive
15398,16,2,1345.53,4,3,4,11,Loyal Customers,3,High Value - Active
15399,1,3,815.77,5,3,3,11,Loyal Customers,3,High Value - Active
15400,92,5,716.2,2,4,3,9,Potential Loyalists,3,High Value - Active
15402,149,2,626.77,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15405,189,1,349.1,1,1,2,4,Lost Customers,0,Low Value - Inactive
15406,31,2,510.71000000000004,4,3,3,10,Loyal Customers,3,High Value - Active
15407,34,4,1056.44,3,4,4,11,Loyal Customers,3,High Value - Active
15408,264,1,267.18,1,1,2,4,Lost Customers,2,Low Value - Inactive
15410,84,8,3450.84,2,5,5,12,Loyal Customers,3,High Value - Active
15411,26,4,1358.88,4,4,4,12,Loyal Customers,3,High Value - Active
15412,171,1,190.53,2,1,1,4,Lost Customers,0,Low Value - Inactive
15414,10,3,774.9000000000001,5,3,3,11,Loyal Customers,3,High Value - Active
15415,313,1,572.8100000000001,1,1,3,5,At Risk,2,Low Value - Inactive
15416,65,4,3984.32,3,4,5,12,Loyal Customers,3,High Value - Active
15417,85,1,508.8,2,1,3,6,At Risk,3,High Value - Active
15419,25,1,135.86,4,1,1,6,At Risk,3,High Value - Active
15421,59,4,950.36,3,4,4,11,Loyal Customers,3,High Value - Active
15422,323,2,97.7,1,3,1,5,At Risk,2,Low Value - Inactive
15423,38,1,43.5,3,1,1,5,At Risk,3,High Value - Active
15424,254,2,383.34,1,3,2,6,At Risk,2,Low Value - Inactive
15426,19,5,1447.39,4,4,4,12,Loyal Customers,3,High Value - Active
15427,33,3,1483.14,4,3,4,11,Loyal Customers,3,High Value - Active
15428,15,1,93.78,4,1,1,6,At Risk,3,High Value - Active
15429,27,2,397.35,4,3,2,9,Potential Loyalists,3,High Value - Active
15432,23,1,171.19,4,1,1,6,At Risk,3,High Value - Active
15433,214,2,533.3,1,3,3,7,Potential Loyalists,0,Low Value - Inactive
15434,8,5,1041.48,5,4,4,13,Champions,3,High Value - Active
15435,22,1,149.29,4,1,1,6,At Risk,3,High Value - Active
15436,12,3,1122.53,5,3,4,12,Loyal Customers,3,High Value - Active
15437,262,1,200.16,1,1,1,3,Lost Customers,2,Low Value - Inactive
15438,131,1,156.57999999999998,2,1,1,4,Lost Customers,0,Low Value - Inactive
15440,55,3,383.68,3,3,2,8,Potential Loyalists,3,High Value - Active
15442,249,1,594.0,1,1,3,5,At Risk,2,Low Value - Inactive
15443,2,7,3236.91,5,5,5,15,Champions,3,High Value - Active
15444,9,2,1418.26,5,3,4,12,Loyal Customers,3,High Value - Active
15445,264,1,113.5,1,1,1,3,Lost Customers,2,Low Value - Inactive
15447,331,1,155.17,1,1,1,3,Lost Customers,2,Low Value - Inactive
15448,313,1,494.64,1,1,3,5,At Risk,2,Low Value - Inactive
15449,26,3,974.52,4,3,4,11,Loyal Customers,3,High Value - Active
15450,30,1,429.84,4,1,2,7,Potential Loyalists,3,High Value - Active
15452,30,3,538.73,4,3,3,10,Loyal Customers,3,High Value - Active
15453,2,7,1388.37,5,5,4,14,Champions,3,High Value - Active
15454,362,1,179.1,1,1,1,3,Lost Customers,2,Low Value - Inactive
15456,283,3,447.22,1,3,2,6,At Risk,2,Low Value - Inactive
15457,262,1,237.07,1,1,1,3,Lost Customers,2,Low Value - Inactive
15458,25,1,161.64,4,1,1,6,At Risk,3,High Value - Active
15460,354,1,216.76,1,1,1,3,Lost Customers,2,Low Value - Inactive
15462,94,3,234.6,2,3,1,6,At Risk,0,Low Value - Inactive
15463,29,1,126.14,4,1,1,6,At Risk,3,High Value - Active
15464,338,1,1048.85,1,1,4,6,At Risk,2,Low Value - Inactive
15465,20,18,7354.62,4,5,5,14,Champions,3,High Value - Active
15466,85,1,334.53,2,1,2,5,At Risk,3,High Value - Active
15467,9,3,524.88,5,3,3,11,Loyal Customers,3,High Value - Active
15468,51,2,467.51,3,3,2,8,Potential Loyalists,3,High Value - Active
15469,50,2,538.55,3,3,3,9,Potential Loyalists,3,High Value - Active
15471,2,1,469.48,5,1,2,8,Potential Loyalists,3,High Value - Active
15472,113,1,371.56,2,1,2,5,At Risk,0,Low Value - Inactive
15473,14,7,1771.2,4,5,4,13,Champions,3,High Value - Active
15475,77,1,454.10999999999996,2,1,2,5,At Risk,3,High Value - Active
15478,40,2,1441.42,3,3,4,10,Loyal Customers,3,High Value - Active
15480,116,1,905.5,2,1,3,6,At Risk,0,Low Value - Inactive
15482,16,12,11054.96,4,5,5,14,Champions,3,High Value - Active
15483,161,4,233.81,2,4,1,7,Potential Loyalists,0,Low Value - Inactive
15484,1,4,3594.31,5,4,5,14,Champions,3,High Value - Active
15485,30,3,2575.0,4,3,5,12,Loyal Customers,3,High Value - Active
15488,93,1,91.32000000000001,2,1,1,4,Lost Customers,0,Low Value - Inactive
15489,23,3,1134.28,4,3,4,11,Loyal Customers,3,High Value - Active
15491,95,6,3100.09,2,5,5,12,Loyal Customers,0,Low Value - Inactive
15492,28,2,659.4599999999999,4,3,3,10,Loyal Customers,3,High Value - Active
15493,33,5,2001.8,4,4,4,12,Loyal Customers,3,High Value - Active
15494,21,2,1299.23,4,3,4,11,Loyal Customers,3,High Value - Active
15497,18,2,1262.2,4,3,4,11,Loyal Customers,3,High Value - Active
15498,3,27,13316.4,5,5,5,15,Champions,3,High Value - Active
15500,8,4,1131.56,5,4,4,13,Champions,3,High Value - Active
15502,16,12,10384.93,4,5,5,14,Champions,3,High Value - Active
15503,363,1,147.09,1,1,1,3,Lost Customers,2,Low Value - Inactive
15504,81,1,52.83,2,1,1,4,Lost Customers,3,High Value - Active
15505,53,5,3610.96,3,4,5,12,Loyal Customers,3,High Value - Active
15506,23,3,979.26,4,3,4,11,Loyal Customers,3,High Value - Active
15507,172,1,492.36,2,1,3,6,At Risk,0,Low Value - Inactive
15508,189,6,1000.27,1,5,4,10,Loyal Customers,0,Low Value - Inactive
15510,331,1,250.0,1,1,1,3,Lost Customers,2,Low Value - Inactive
15511,12,5,909.23,5,4,3,12,Loyal Customers,3,High Value - Active
15512,156,2,121.0,2,3,1,6,At Risk,0,Low Value - Inactive
15513,33,19,14758.220000000001,4,5,5,14,Champions,3,High Value - Active
15514,12,11,4139.46,5,5,5,15,Champions,3,High Value - Active
15516,45,3,62.43,3,3,1,7,Potential Loyalists,3,High Value - Active
15517,233,1,267.03,1,1,2,4,Lost Customers,2,Low Value - Inactive
15518,64,8,1942.45,3,5,4,12,Loyal Customers,3,High Value - Active
15520,2,1,343.5,5,1,2,8,Potential Loyalists,3,High Value - Active
15521,40,8,3000.2,3,5,5,13,Champions,3,High Value - Active
15522,33,2,398.84,4,3,2,9,Potential Loyalists,3,High Value - Active
15523,84,1,412.01000000000005,2,1,2,5,At Risk,3,High Value - Active
15524,25,1,440.0,4,1,2,7,Potential Loyalists,3,High Value - Active
15525,2,3,825.92,5,3,3,11,Loyal Customers,3,High Value - Active
15526,33,2,148.44,4,3,1,8,Potential Loyalists,3,High Value - Active
15527,19,8,2429.78,4,5,5,14,Champions,3,High Value - Active
15528,254,1,229.33,1,1,1,3,Lost Customers,2,Low Value - Inactive
15529,23,11,3995.23,4,5,5,14,Champions,3,High Value - Active
15530,22,4,1502.35,4,4,4,12,Loyal Customers,3,High Value - Active
15531,8,2,2007.44,5,3,4,12,Loyal Customers,3,High Value - Active
15532,25,4,1580.93,4,4,4,12,Loyal Customers,3,High Value - Active
15533,19,3,807.57,4,3,3,10,Loyal Customers,3,High Value - Active
15535,173,4,536.4,2,4,3,9,Potential Loyalists,0,Low Value - Inactive
15537,163,1,110.92,2,1,1,4,Lost Customers,0,Low Value - Inactive
15539,7,1,538.46,5,1,3,9,Potential Loyalists,3,High Value - Active
15540,11,1,213.3,5,1,1,7,Potential Loyalists,3,High Value - Active
15541,114,1,85.13000000000001,2,1,1,4,Lost Customers,0,Low Value - Inactive
15543,288,1,127.86,1,1,1,3,Lost Customers,2,Low Value - Inactive
15544,9,9,3546.71,5,5,5,15,Champions,3,High Value - Active
15545,54,2,292.71999999999997,3,3,2,8,Potential Loyalists,3,High Value - Active
15547,7,14,4954.84,5,5,5,15,Champions,3,High Value - Active
15549,77,3,1693.26,2,3,4,9,Potential Loyalists,3,High Value - Active
15550,4,4,575.63,5,4,3,12,Loyal Customers,3,High Value - Active
15551,37,1,436.06,3,1,2,6,At Risk,3,High Value - Active
15552,217,1,90.12,1,1,1,3,Lost Customers,0,Low Value - Inactive
15553,60,1,437.23,3,1,2,6,At Risk,3,High Value - Active
15554,278,1,217.2,1,1,1,3,Lost Customers,2,Low Value - Inactive
15555,12,16,4805.17,5,5,5,15,Champions,3,High Value - Active
15556,24,1,279.77,4,1,2,7,Potential Loyalists,3,High Value - Active
15557,29,1,473.65000000000003,4,1,2,7,Potential Loyalists,3,High Value - Active
15561,12,4,800.59,5,4,3,12,Loyal Customers,3,High Value - Active
15562,352,1,134.55,1,1,1,3,Lost Customers,2,Low Value - Inactive
15563,22,4,1400.44,4,4,4,12,Loyal Customers,3,High Value - Active
15565,50,2,173.16,3,3,1,7,Potential Loyalists,3,High Value - Active
15567,19,1,186.01,4,1,1,6,At Risk,3,High Value - Active
15568,3,3,758.29,5,3,3,11,Loyal Customers,3,High Value - Active
15569,104,5,1375.71,2,4,4,10,Loyal Customers,0,Low Value - Inactive
15570,7,12,4165.52,5,5,5,15,Champions,3,High Value - Active
15571,12,4,650.4300000000001,5,4,3,12,Loyal Customers,3,High Value - Active
15572,5,7,2552.86,5,5,5,15,Champions,3,High Value - Active
15573,32,2,607.45,4,3,3,10,Loyal Customers,3,High Value - Active
15574,178,4,702.25,2,4,3,9,Potential Loyalists,0,Low Value - Inactive
15576,38,1,940.6700000000001,3,1,3,7,Potential Loyalists,3,High Value - Active
15577,151,3,258.88,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15578,162,1,127.1,2,1,1,4,Lost Customers,0,Low Value - Inactive
15579,69,2,348.6,3,3,2,8,Potential Loyalists,3,High Value - Active
15581,121,13,3679.9700000000003,2,5,5,12,Loyal Customers,0,Low Value - Inactive
15582,25,3,682.9100000000001,4,3,3,10,Loyal Customers,3,High Value - Active
15584,24,4,725.11,4,4,3,11,Loyal Customers,3,High Value - Active
15585,177,1,455.3,2,1,2,5,At Risk,0,Low Value - Inactive
15587,50,4,913.6800000000001,3,4,3,10,Loyal Customers,3,High Value - Active
15589,256,3,478.53000000000003,1,3,2,6,At Risk,2,Low Value - Inactive
15592,47,1,388.58,3,1,2,6,At Risk,3,High Value - Active
15593,71,1,199.8,3,1,1,5,At Risk,3,High Value - Active
15594,16,5,1771.78,4,4,4,12,Loyal Customers,3,High Value - Active
15596,101,5,1406.59,2,4,4,10,Loyal Customers,0,Low Value - Inactive
15597,35,1,324.57,3,1,2,6,At Risk,3,High Value - Active
15598,53,1,240.68,3,1,1,5,At Risk,3,High Value - Active
15599,27,2,761.74,4,3,3,10,Loyal Customers,3,High Value - Active
15601,11,14,6776.56,5,5,5,15,Champions,3,High Value - Active
15602,8,9,1297.8700000000001,5,5,4,14,Champions,3,High Value - Active
15603,79,1,48.480000000000004,2,1,1,4,Lost Customers,3,High Value - Active
15604,52,1,216.39,3,1,1,5,At Risk,3,High Value - Active
15605,36,5,1198.23,3,4,4,11,Loyal Customers,3,High Value - Active
15606,61,9,2920.16,3,5,5,13,Champions,3,High Value - Active
15607,337,1,104.76,1,1,1,3,Lost Customers,2,Low Value - Inactive
15608,28,4,1093.68,4,4,4,12,Loyal Customers,3,High Value - Active
15609,184,1,298.48,1,1,2,4,Lost Customers,0,Low Value - Inactive
15610,52,1,112.46000000000001,3,1,1,5,At Risk,3,High Value - Active
15611,10,13,1591.45,5,5,4,14,Champions,3,High Value - Active
15612,36,2,195.15,3,3,1,7,Potential Loyalists,3,High Value - Active
15615,10,23,10399.74,5,5,5,15,Champions,3,High Value - Active
15618,33,4,776.851,4,4,3,11,Loyal Customers,3,High Value - Active
15619,11,1,336.40000000000003,5,1,2,8,Potential Loyalists,3,High Value - Active
15620,57,3,1553.18,3,3,4,10,Loyal Customers,3,High Value - Active
15621,4,4,1293.03,5,4,4,13,Champions,3,High Value - Active
15622,43,9,3709.56,3,5,5,13,Champions,3,High Value - Active
15623,141,1,301.03,2,1,2,5,At Risk,0,Low Value - Inactive
15624,117,4,588.13,2,4,3,9,Potential Loyalists,0,Low Value - Inactive
15625,104,4,1534.26,2,4,4,10,Loyal Customers,0,Low Value - Inactive
15626,75,2,675.8,2,3,3,8,Potential Loyalists,3,High Value - Active
15628,5,9,2870.2400000000002,5,5,5,15,Champions,3,High Value - Active
15630,45,2,1186.35,3,3,4,10,Loyal Customers,3,High Value - Active
15632,16,8,3285.31,4,5,5,14,Champions,3,High Value - Active
15634,17,1,243.55,4,1,1,6,At Risk,3,High Value - Active
15636,90,2,724.76,2,3,3,8,Potential Loyalists,3,High Value - Active
15637,53,1,223.36,3,1,1,5,At Risk,3,High Value - Active
15639,134,1,425.32,2,1,2,5,At Risk,0,Low Value - Inactive
15640,4,15,12515.66,5,5,5,15,Champions,3,High Value - Active
15641,105,4,1887.2,2,4,4,10,Loyal Customers,0,Low Value - Inactive
15643,192,3,664.0,1,3,3,7,Potential Loyalists,0,Low Value - Inactive
15644,166,4,813.0,2,4,3,9,Potential Loyalists,0,Low Value - Inactive
15645,19,1,612.01,4,1,3,8,Potential Loyalists,3,High Value - Active
15646,158,3,447.64000000000004,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15648,204,2,657.35,1,3,3,7,Potential Loyalists,0,Low Value - Inactive
15649,336,2,816.0,1,3,3,7,Potential Loyalists,2,Low Value - Inactive
15651,37,3,646.3,3,3,3,9,Potential Loyalists,3,High Value - Active
15652,91,1,337.74,2,1,2,5,At Risk,0,Low Value - Inactive
15653,93,2,877.4399999999999,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15654,9,2,922.53,5,3,3,11,Loyal Customers,3,High Value - Active
15655,243,1,560.67,1,1,3,5,At Risk,2,Low Value - Inactive
15656,45,4,748.5,3,4,3,10,Loyal Customers,3,High Value - Active
15657,23,1,30.0,4,1,1,6,At Risk,3,High Value - Active
15658,190,5,1024.1000000000001,1,4,4,9,Potential Loyalists,0,Low Value - Inactive
15659,44,1,306.45,3,1,2,6,At Risk,3,High Value - Active
15660,25,9,1600.86,4,5,4,13,Champions,3,High Value - Active
15661,317,2,309.8,1,3,2,6,At Risk,2,Low Value - Inactive
15663,106,1,138.14,2,1,1,4,Lost Customers,0,Low Value - Inactive
15664,51,1,386.43,3,1,2,6,At Risk,3,High Value - Active
15665,168,2,2242.01,2,3,5,10,Loyal Customers,0,Low Value - Inactive
15667,40,1,301.32,3,1,2,6,At Risk,3,High Value - Active
15668,218,1,76.32000000000001,1,1,1,3,Lost Customers,0,Low Value - Inactive
15669,40,4,684.34,3,4,3,10,Loyal Customers,3,High Value - Active
15670,297,1,173.05,1,1,1,3,Lost Customers,2,Low Value - Inactive
15671,19,7,2657.13,4,5,5,14,Champions,3,High Value - Active
15673,88,4,2881.02,2,4,5,11,Loyal Customers,3,High Value - Active
15674,73,5,2446.6,2,4,5,11,Loyal Customers,3,High Value - Active
15675,81,3,323.69,2,3,2,7,Potential Loyalists,3,High Value - Active
15676,19,3,3435.76,4,3,5,12,Loyal Customers,3,High Value - Active
15677,49,1,657.23,3,1,3,7,Potential Loyalists,3,High Value - Active
15678,53,1,352.7,3,1,2,6,At Risk,3,High Value - Active
15679,24,4,781.28,4,4,3,11,Loyal Customers,3,High Value - Active
15680,9,3,1333.68,5,3,4,12,Loyal Customers,3,High Value - Active
15681,25,5,1426.16,4,4,4,12,Loyal Customers,3,High Value - Active
15683,117,1,193.75,2,1,1,4,Lost Customers,0,Low Value - Inactive
15687,9,9,2993.1,5,5,5,15,Champions,3,High Value - Active
15689,120,2,254.1,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15690,4,2,239.76,5,3,1,9,Potential Loyalists,3,High Value - Active
15691,252,1,136.8,1,1,1,3,Lost Customers,2,Low Value - Inactive
15692,28,1,191.04,4,1,1,6,At Risk,3,High Value - Active
15694,1,14,6479.4,5,5,5,15,Champions,3,High Value - Active
15695,267,2,409.98,1,3,2,6,At Risk,2,Low Value - Inactive
15696,33,8,2736.46,4,5,5,14,Champions,3,High Value - Active
15699,18,1,309.65,4,1,2,7,Potential Loyalists,3,High Value - Active
15700,172,2,696.68,2,3,3,8,Potential Loyalists,0,Low Value - Inactive
15701,2,4,1542.14,5,4,4,13,Champions,3,High Value - Active
15703,265,1,211.5,1,1,1,3,Lost Customers,2,Low Value - Inactive
15704,140,4,2293.62,2,4,5,11,Loyal Customers,0,Low Value - Inactive
15705,201,1,143.1,1,1,1,3,Lost Customers,0,Low Value - Inactive
15706,64,4,1060.56,3,4,4,11,Loyal Customers,3,High Value - Active
15707,35,4,945.58,3,4,4,11,Loyal Customers,3,High Value - Active
15708,41,7,3364.2400000000002,3,5,5,13,Champions,3,High Value - Active
15709,284,1,133.25,1,1,1,3,Lost Customers,2,Low Value - Inactive
15712,9,5,1072.3600000000001,5,4,4,13,Champions,3,High Value - Active
15713,143,2,356.7,2,3,2,7,Potential Loyalists,0,Low Value - Inactive
15714,12,2,330.88,5,3,2,10,Loyal Customers,3,High Value - Active
15716,146,4,1118.81,2,4,4,10,Loyal Customers,0,Low Value - Inactive
15717,234,1,150.3,1,1,1,3,Lost Customers,2,Low Value - Inactive
15719,33,13,5045.61,4,5,5,14,Champions,3,High Value - Active
15720,24,1,598.73,4,1,3,8,Potential Loyalists,3,High Value - Active
15721,12,1,507.08,5,1,3,9,Potential Loyalists,3,High Value - Active
15722,36,5,2222.56,3,4,5,12,Loyal Customers,3,High Value - Active
15723,365,1,203.1,1,1,1,3,Lost Customers,2,Low Value - Inactive
15724,201,2,218.25,1,3,1,5,At Risk,0,Low Value - Inactive
15725,15,1,415.25,4,1,2,7,Potential Loyalists,3,High Value - Active
15727,17,7,5178.96,4,5,5,14,Champions,3,High Value - Active
